ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0061448,connective tissue development,13/296,275/18614,0.000484778107538443,0.0154220035460667,0.0128940041760695,PPARGC1A/WNT2B/SMAD3/PDGFD/GHR/MDK/RUNX2/TRPS1/RARB/CTNNB1/OXCT1/CHST11/EXT1,13
GO:0007409,axonogenesis,17/296,427/18614,0.000515648594237314,0.0160471341462057,0.0134166623731516,ROBO1/FGFR2/RELN/SLIT3/PRKG1/APOE/CRPPA/UNC5C/EFNA5/PALLD/UST/NOTCH2/BCL2/FLRT2/GOLGA4/EXT1/TRIO,17
GO:0042438,melanin biosynthetic process,4/296,24/18614,0.000517940058044811,0.0160471341462057,0.0134166623731516,TYR/DCT/PMEL/TYRP1,4
GO:0060571,morphogenesis of an epithelial fold,4/296,24/18614,0.000517940058044811,0.0160471341462057,0.0134166623731516,FGFR2/WNT2B/EGFR/CTNNB1,4
GO:0021885,forebrain cell migration,6/296,64/18614,0.00053150640557124,0.016325494164227,0.0136493931739257,ROBO1/RELN/LAMB1/EGFR/CTNNB1/SYNE2,6
GO:0035107,appendage morphogenesis,9/296,146/18614,0.000556138273202821,0.0166514341800139,0.0139219045834939,FGFR2/FBN2/FRAS1/RUNX2/NOTCH2/RARB/CTNNB1/CHST11/EXT1,9
GO:0035108,limb morphogenesis,9/296,146/18614,0.000556138273202821,0.0166514341800139,0.0139219045834939,FGFR2/FBN2/FRAS1/RUNX2/NOTCH2/RARB/CTNNB1/CHST11/EXT1,9
GO:0055123,digestive system development,9/296,146/18614,0.000556138273202821,0.0166514341800139,0.0139219045834939,WLS/FGFR2/SMAD3/YAP1/EGFR/RARB/CTNNB1/BCL2/EXT1,9
GO:0051962,positive regulation of nervous system development,13/296,280/18614,0.000574143747165214,0.0169063981086749,0.0141350744191175,ROBO1/DCT/RELN/SERPINF1/EFNA5/IL1RAPL1/MDK/MAN2A1/CTNNB1/PTN/ADGRB3/FLRT2/GOLGA4,13
GO:0071559,response to transforming growth factor beta,13/296,280/18614,0.000574143747165214,0.0169063981086749,0.0141350744191175,DDR2/FGFR2/COL1A2/FBN2/SMAD3/LTBP1/PDGFD/NR3C1/FBN1/WWOX/CHST11/SNX25/COL4A2,13
GO:0035581,sequestering of extracellular ligand from receptor,3/296,11/18614,0.000597500617498656,0.0173080869930708,0.0144709178221754,FBN2/LTBP1/FBN1,3
GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,3/296,11/18614,0.000597500617498656,0.0173080869930708,0.0144709178221754,DDR2/COL4A5/COL4A2,3
GO:0030318,melanocyte differentiation,4/296,25/18614,0.000608932952665268,0.0174970008898899,0.014628864652315,MITF/LRMDA/TYRP1/BCL2,4
GO:0001942,hair follicle development,7/296,91/18614,0.000620156589318756,0.0176769434219418,0.0147793107180807,IGFBP5/FGFR2/EGFR/CTNNB1/BCL2/LDB2/EXT1,7
GO:0030278,regulation of ossification,8/296,119/18614,0.000634876346491495,0.0179528922424539,0.0150100255686795,DDR2/FBN2/SMAD3/MDK/RUNX2/BCL2/PTN/ANO6,8
GO:0048771,tissue remodeling,10/296,181/18614,0.000658202920599248,0.0184659606779143,0.0154389910094975,DDR2/IGFBP5/MITF/GJA1/DOCK5/MDK/NOTCH2/CTNNB1/PTN/EXT1,10
GO:0038034,signal transduction in absence of ligand,6/296,67/18614,0.000679915724636713,0.0186824760111169,0.0156200148046326,ITGAV/FGFR1/BCL2/EYA2/WWOX/CTNNA1,6
GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,6/296,67/18614,0.000679915724636713,0.0186824760111169,0.0156200148046326,ITGAV/FGFR1/BCL2/EYA2/WWOX/CTNNA1,6
GO:0048736,appendage development,10/296,182/18614,0.000686894290613614,0.0186824760111169,0.0156200148046326,FGFR2/FBN2/FRAS1/RUNX2/NOTCH2/RARB/CTNNB1/ZNRF3/CHST11/EXT1,10
GO:0060173,limb development,10/296,182/18614,0.000686894290613614,0.0186824760111169,0.0156200148046326,FGFR2/FBN2/FRAS1/RUNX2/NOTCH2/RARB/CTNNB1/ZNRF3/CHST11/EXT1,10
GO:0030282,bone mineralization,8/296,121/18614,0.000708811952334947,0.0188974533309913,0.0157997527000326,DDR2/FGFR2/COL1A2/IGF1/FBN2/SMAD3/PTN/ANO6,8
GO:0098773,skin epidermis development,8/296,121/18614,0.000708811952334947,0.0188974533309913,0.0157997527000326,IGFBP5/FGFR2/UGCG/EGFR/CTNNB1/BCL2/LDB2/EXT1,8
GO:0044550,secondary metabolite biosynthetic process,4/296,26/18614,0.000710709723927261,0.0188974533309913,0.0157997527000326,TYR/DCT/PMEL/TYRP1,4
GO:0048645,animal organ formation,6/296,68/18614,0.000735910245124406,0.0194225792842834,0.0162387991711662,ROBO1/RBM20/FGFR2/WNT2B/CTNNB1/EXT1,6
GO:0022404,molting cycle process,7/296,94/18614,0.000753243583708372,0.0195898313047659,0.0163786349742197,IGFBP5/FGFR2/EGFR/CTNNB1/BCL2/LDB2/EXT1,7
GO:0022405,hair cycle process,7/296,94/18614,0.000753243583708372,0.0195898313047659,0.0163786349742197,IGFBP5/FGFR2/EGFR/CTNNB1/BCL2/LDB2/EXT1,7
GO:0072182,regulation of nephron tubule epithelial cell differentiation,3/296,12/18614,0.00078731813311545,0.0196807181923142,0.0164546235384874,WWTR1/YAP1/CTNNB1,3
GO:0022612,gland morphogenesis,8/296,123/18614,0.000789531428192741,0.0196807181923142,0.0164546235384874,IGFBP5/FGFR2/NR3C1/MDK/EGFR/NOTCH2/BCL2/PTN,8
GO:1901861,regulation of muscle tissue development,5/296,46/18614,0.000790258372548181,0.0196807181923142,0.0164546235384874,IGFBP5/PPARGC1A/SMAD3/CTNNB1/BCL2,5
GO:2001222,regulation of neuron migration,5/296,46/18614,0.000790258372548181,0.0196807181923142,0.0164546235384874,RELN/UNC5C/MDK/FLRT2/ULK4,5
GO:2001239,regulation of extrinsic apoptotic signaling pathway in absence of ligand,5/296,46/18614,0.000790258372548181,0.0196807181923142,0.0164546235384874,FGFR1/BCL2/EYA2/WWOX/CTNNA1,5
GO:0034599,cellular response to oxidative stress,13/296,290/18614,0.000795121382493895,0.0196807181923142,0.0164546235384874,DDR2/PPARGC1A/NET1/MAP3K5/PDGFD/PLA2R1/EGFR/STK24/CTNNB1/BCL2/PDE8A/FOXP1/PRKD1,13
GO:0032835,glomerulus development,6/296,69/18614,0.000795403710270345,0.0196807181923142,0.0164546235384874,PDGFD/WWTR1/NOTCH2/BCL2/PLCE1/EXT1,6
GO:0021801,cerebral cortex radial glia-guided migration,4/296,27/18614,0.000823954367461299,0.0201078726798946,0.0168117581825196,RELN/LAMB1/CTNNB1/SYNE2,4
GO:0022030,telencephalon glial cell migration,4/296,27/18614,0.000823954367461299,0.0201078726798946,0.0168117581825196,RELN/LAMB1/CTNNB1/SYNE2,4
GO:0010837,regulation of keratinocyte proliferation,5/296,47/18614,0.000872979729562568,0.0211593658260642,0.0176908888984036,FGFR2/MDK/YAP1/NOTCH2/PRKD1,5
GO:0021987,cerebral cortex development,8/296,126/18614,0.000924311456420103,0.0222521737785461,0.0186045620317844,ROBO1/RELN/MDK/LAMB1/FOXP2/EGFR/CTNNB1/SYNE2,8
GO:0048592,eye morphogenesis,9/296,157/18614,0.000935956146572378,0.0223812869143448,0.0187125107368409,WNT2B/FBN2/MAN2A1/FBN1/NOTCH2/RARB/CTNNB1/SDK1/BCL2,9
GO:0035850,epithelial cell differentiation involved in kidney development,5/296,48/18614,0.000961979003690289,0.0228102216870505,0.0190711338388268,WWTR1/YAP1/NOTCH2/CTNNB1/EXT1,5
GO:0051146,striated muscle cell differentiation,13/296,297/18614,0.000989127329259761,0.0228102216870505,0.0190711338388268,IGFBP5/SGCD/IGF1/DOCK5/PGM5/PDLIM5/DOCK1/AKAP13/RARB/BCL2/SMYD3/FOXP1/ADGRB3,13
GO:0007411,axon guidance,11/296,225/18614,0.000989858592801519,0.0228102216870505,0.0190711338388268,ROBO1/RELN/SLIT3/CRPPA/UNC5C/EFNA5/PALLD/NOTCH2/FLRT2/EXT1/TRIO,11
GO:0097485,neuron projection guidance,11/296,225/18614,0.000989858592801519,0.0228102216870505,0.0190711338388268,ROBO1/RELN/SLIT3/CRPPA/UNC5C/EFNA5/PALLD/NOTCH2/FLRT2/EXT1/TRIO,11
GO:1904888,cranial skeletal system development,6/296,72/18614,0.00099635026410358,0.0228102216870505,0.0190711338388268,FGFR2/SMAD3/RUNX2/CTNNB1/CHST11/EXT1,6
GO:0009214,cyclic nucleotide catabolic process,3/296,13/18614,0.00101151137427841,0.0228102216870505,0.0190711338388268,PDE4D/PDE7B/PDE8A,3
GO:1900115,extracellular regulation of signal transduction,3/296,13/18614,0.00101151137427841,0.0228102216870505,0.0190711338388268,FBN2/LTBP1/FBN1,3
GO:1900116,extracellular negative regulation of signal transduction,3/296,13/18614,0.00101151137427841,0.0228102216870505,0.0190711338388268,FBN2/LTBP1/FBN1,3
GO:2001046,positive regulation of integrin-mediated signaling pathway,3/296,13/18614,0.00101151137427841,0.0228102216870505,0.0190711338388268,LAMB1/LAMA2/CD63,3
GO:0036473,cell death in response to oxidative stress,7/296,99/18614,0.00102431311964907,0.0229536329893688,0.0191910369321871,DDR2/MAP3K5/STK24/CTNNB1/BCL2/PDE8A/FOXP1,7
GO:0006816,calcium ion transport,17/296,455/18614,0.00104106093376948,0.0231152443662404,0.0193261567149092,SLC35G1/TRPM3/TRPM1/ITPR2/PDE4D/ITGAV/CACHD1/PLCB4/CACNA1D/STIM1/CTNNB1/BCL2/PLCE1/ANO6/PRKD1/PPP3CC/TRPM7,17
GO:0009261,ribonucleotide catabolic process,5/296,49/18614,0.00105754734864249,0.0231152443662404,0.0193261567149092,PDE4D/DPYD/PDE7B/SUCLG2/PDE8A,5
GO:0097191,extrinsic apoptotic signaling pathway,11/296,227/18614,0.00106349176200628,0.0231152443662404,0.0193261567149092,TIMP3/IGF1/SMAD3/ITGAV/FGFR1/YAP1/STK3/BCL2/EYA2/WWOX/CTNNA1,11
GO:0061035,regulation of cartilage development,6/296,73/18614,0.00107132465356329,0.0231152443662404,0.0193261567149092,SMAD3/MDK/RUNX2/TRPS1/RARB/CTNNB1,6
GO:0042542,response to hydrogen peroxide,8/296,129/18614,0.00107693813213469,0.0231152443662404,0.0193261567149092,DDR2/NET1/MAP3K5/PDGFD/STK24/BCL2/PDE8A/FOXP1,8
GO:0048706,embryonic skeletal system development,8/296,129/18614,0.00107693813213469,0.0231152443662404,0.0193261567149092,FGFR2/SMAD3/RUNX2/CTNNB1/KIAA1217/CHST11/EXT1/DLG1,8
GO:2000027,regulation of animal organ morphogenesis,8/296,129/18614,0.00107693813213469,0.0231152443662404,0.0193261567149092,ROBO1/WNT2B/ROR1/RUNX2/ANKRD6/CTNNB1/ZNRF3/PRICKLE2,8
GO:0043010,camera-type eye development,14/296,338/18614,0.0010882471878923,0.0232181121584447,0.0194121622548705,MITF/WNT2B/FBN2/SMAD3/SERPINF1/MAN2A1/EGFR/FBN1/NOTCH2/CTNNB1/SDK1/VIM/TMEM135/DLG1,14
GO:0048545,response to steroid hormone,14/296,339/18614,0.00111925886540821,0.0237376151038657,0.019846507450534,IGFBP7/SGK1/SLIT3/PTGDS/SERPINF1/GHR/NR3C1/MDK/YAP1/PLPP1/BCL2/BCKDHB/SMYD3/FOXP1,14
GO:0002067,glandular epithelial cell differentiation,6/296,74/18614,0.00115055296434045,0.0242569243310357,0.0202806906825505,FGFR2/YAP1/RARB/CTNNB1/CDK6/EXT1,6
GO:0048546,digestive tract morphogenesis,5/296,50/18614,0.00115997950095679,0.0243118056582884,0.0203265757752799,FGFR2/SMAD3/EGFR/CTNNB1/BCL2,5
GO:0030048,actin filament-based movement,8/296,131/18614,0.00118941797430748,0.02478301896174,0.020720547043953,SGCD/GJA1/KCNJ3/PDE4D/CACNA1D/PARVA/SYNE2/DLG1,8
GO:0007369,gastrulation,10/296,196/18614,0.00120941682497368,0.0250260814176152,0.0209237663151546,WLS/GJA1/FGFR2/SMAD3/ITGAV/LAMB1/CTNNB1/EYA2/COL4A2/EXT1,10
GO:0050767,regulation of neurogenesis,15/296,381/18614,0.00121513109324935,0.0250260814176152,0.0209237663151546,ROBO1/DCT/RELN/SERPINF1/EFNA5/IL1RAPL1/MDK/MAN2A1/YAP1/B2M/PRTG/CTNNB1/PTN/GOLGA4/CTNNA1,15
GO:0072078,nephron tubule morphogenesis,6/296,75/18614,0.00123419337653544,0.0252725919574471,0.021129868454902,WNT2B/KLHL3/KIF26B/CTNNB1/BCL2/DLG1,6
GO:0050769,positive regulation of neurogenesis,11/296,232/18614,0.00126755262289622,0.0256111959438163,0.0214129679368362,ROBO1/DCT/RELN/SERPINF1/EFNA5/IL1RAPL1/MDK/MAN2A1/CTNNB1/PTN/GOLGA4,11
GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,5/296,51/18614,0.00126957349770828,0.0256111959438163,0.0214129679368362,DDR2/IGFBP5/GJA1/IGF1/MAP3K5,5
GO:0072160,nephron tubule epithelial cell differentiation,3/296,14/18614,0.00127229348359682,0.0256111959438163,0.0214129679368362,WWTR1/YAP1/CTNNB1,3
GO:0009166,nucleotide catabolic process,6/296,76/18614,0.00132240628766564,0.0262159086288613,0.0219185551559678,FHIT/PDE4D/DPYD/PDE7B/SUCLG2/PDE8A,6
GO:0086003,cardiac muscle cell contraction,6/296,76/18614,0.00132240628766564,0.0262159086288613,0.0219185551559678,SGCD/GJA1/KCNJ3/PDE4D/CACNA1D/DLG1,6
GO:0050808,synapse organization,17/296,466/18614,0.00134666554066475,0.0262159086288613,0.0219185551559678,RELN/APOE/COL4A5/CDH6/PDLIM5/EFNA5/LRFN5/IL1RAPL1/PDZRN3/NFIA/CTNNB1/SDK1/FARP1/ADGRB3/FLRT2/ASAP1/DLG1,17
GO:0021537,telencephalon development,12/296,270/18614,0.00134768494446426,0.0262159086288613,0.0219185551559678,ROBO1/RELN/MDK/LAMB1/FOXP2/EGFR/RARB/CTNNB1/CDK6/FOXP1/SYNE2/EXT1,12
GO:0050807,regulation of synapse organization,11/296,234/18614,0.00135771409185589,0.0262159086288613,0.0219185551559678,RELN/APOE/PDLIM5/EFNA5/LRFN5/IL1RAPL1/CTNNB1/FARP1/ADGRB3/FLRT2/ASAP1,11
GO:0060560,developmental growth involved in morphogenesis,11/296,234/18614,0.00135771409185589,0.0262159086288613,0.0219185551559678,FGFR2/SLIT3/PRKG1/APOE/EFNA5/SLC23A2/YAP1/KIF26B/CTNNB1/GOLGA4/EXT1,11
GO:0070252,actin-mediated cell contraction,7/296,104/18614,0.00136677056965666,0.0262159086288613,0.0219185551559678,SGCD/GJA1/KCNJ3/PDE4D/CACNA1D/PARVA/DLG1,7
GO:0043588,skin development,13/296,308/18614,0.00137326717910473,0.0262159086288613,0.0219185551559678,IGFBP5/FGFR2/COL1A2/UGCG/FRAS1/KAZN/YAP1/PALLD/EGFR/CTNNB1/BCL2/LDB2/EXT1,13
GO:0048565,digestive tract development,8/296,134/18614,0.00137550511467529,0.0262159086288613,0.0219185551559678,FGFR2/SMAD3/YAP1/EGFR/RARB/CTNNB1/BCL2/EXT1,8
GO:0060425,lung morphogenesis,5/296,52/18614,0.00138663039416647,0.0262159086288613,0.0219185551559678,FGFR2/WNT2B/YAP1/CTNNB1/EXT1,5
GO:0003298,physiological muscle hypertrophy,4/296,31/18614,0.00140534340390472,0.0262159086288613,0.0219185551559678,IGF1/PDLIM5/AKAP13/FOXP1,4
GO:0003301,physiological cardiac muscle hypertrophy,4/296,31/18614,0.00140534340390472,0.0262159086288613,0.0219185551559678,IGF1/PDLIM5/AKAP13/FOXP1,4
GO:0033688,regulation of osteoblast proliferation,4/296,31/18614,0.00140534340390472,0.0262159086288613,0.0219185551559678,FGFR2/SMAD3/ITGAV/BCL2,4
GO:0061049,cell growth involved in cardiac muscle cell development,4/296,31/18614,0.00140534340390472,0.0262159086288613,0.0219185551559678,IGF1/PDLIM5/AKAP13/FOXP1,4
GO:0072088,nephron epithelium morphogenesis,6/296,77/18614,0.00141535423271272,0.0262651413081011,0.0219597175360581,WNT2B/KLHL3/KIF26B/CTNNB1/BCL2/DLG1,6
GO:0062197,cellular response to chemical stress,14/296,349/18614,0.00147235151680171,0.0271812873283134,0.0227256874423171,DDR2/PPARGC1A/NET1/MAP3K5/PDGFD/PLA2R1/EGFR/STK24/CTNNB1/BCL2/PDE8A/FOXP1/PRKD1/NFAT5,14
GO:0048146,positive regulation of fibroblast proliferation,5/296,53/18614,0.00151145398186103,0.0277593326668601,0.0232089786688373,DDR2/IGF1/PDGFD/EGFR/CDK6,5
GO:0046545,development of primary female sexual characteristics,7/296,106/18614,0.00152643562575791,0.0277947853801199,0.023238619916906,SLIT3/DACH2/LHFPL2/BCL2/IMMP2L/CTNNA1/DACH1,7
GO:2000146,negative regulation of cell motility,15/296,390/18614,0.0015289862291618,0.0277947853801199,0.023238619916906,IGFBP5/MITF/ROBO1/GJA1/PRKG1/SPOCK3/APOE/SERPINF1/STARD13/PTPRG/STK24/MCC/BCL2/CTNNA1/DACH1,15
GO:0015803,branched-chain amino acid transport,3/296,15/18614,0.00157174658867787,0.0280105931561786,0.0234190521387906,SLC7A8/SLC7A6/SLC6A15,3
GO:0045986,negative regulation of smooth muscle contraction,3/296,15/18614,0.00157174658867787,0.0280105931561786,0.0234190521387906,DOCK5/PRKG1/ARHGAP42,3
GO:0060572,morphogenesis of an epithelial bud,3/296,15/18614,0.00157174658867787,0.0280105931561786,0.0234190521387906,FGFR2/WNT2B/CTNNB1,3
GO:0051216,cartilage development,10/296,203/18614,0.00157230385384107,0.0280105931561786,0.0234190521387906,WNT2B/SMAD3/GHR/MDK/RUNX2/TRPS1/RARB/CTNNB1/CHST11/EXT1,10
GO:0061333,renal tubule morphogenesis,6/296,79/18614,0.00161611556009207,0.0286478594060102,0.0239518566905502,WNT2B/KLHL3/KIF26B/CTNNB1/BCL2/DLG1,6
GO:0050803,regulation of synapse structure or activity,11/296,240/18614,0.00166031016224557,0.0291992517070756,0.0244128638879194,RELN/APOE/PDLIM5/EFNA5/LRFN5/IL1RAPL1/CTNNB1/FARP1/ADGRB3/FLRT2/ASAP1,11
GO:0006979,response to oxidative stress,16/296,434/18614,0.00166361159038348,0.0291992517070756,0.0244128638879194,DDR2/PPARGC1A/NET1/MAP3K5/PDGFD/APOE/PLA2R1/SLC23A2/SESN3/EGFR/STK24/CTNNB1/BCL2/PDE8A/FOXP1/PRKD1,16
GO:0072028,nephron morphogenesis,6/296,80/18614,0.00172426395659614,0.0301154533203532,0.0251788802743399,WNT2B/KLHL3/KIF26B/CTNNB1/BCL2/DLG1,6
GO:0071711,basement membrane organization,4/296,33/18614,0.00178267464452715,0.0309837549192695,0.0259048484930005,LAMB1/LAMA2/FLRT2/EXT1,4
GO:0042594,response to starvation,10/296,207/18614,0.00181644682763465,0.031417475955642,0.0262674732866942,PPARGC1A/WNT2B/MAP3K5/SESN3/STK24/BCL2/OXCT1/TNRC6A/PRKD1/CPEB4,10
GO:0042060,wound healing,16/296,439/18614,0.00186791070569109,0.0321515258182481,0.0268811965273623,DDR2/TFPI2/FGFR2/IGF1/SMAD3/PRKG1/MAP3K5/APOE/WFDC1/VAV3/YAP1/NOTCH2/ANO6/ADAMTS18/EXT1/JMJD1C,16
GO:0038065,collagen-activated signaling pathway,3/296,16/18614,0.0019118261964492,0.0325925202772655,0.0272499024726831,DDR2/COL4A5/COL4A2,3
GO:2000696,regulation of epithelial cell differentiation involved in kidney development,3/296,16/18614,0.0019118261964492,0.0325925202772655,0.0272499024726831,WWTR1/YAP1/CTNNB1,3
GO:0010559,regulation of glycoprotein biosynthetic process,5/296,56/18614,0.00193559795787935,0.0328406453520196,0.0274573544902183,BACE2/IGF1/CTNNB1/BCL2/ITM2B,5
GO:0048732,gland development,16/296,441/18614,0.00195531900780801,0.0330180171792415,0.0276056512451817,WLS/IGFBP5/ROBO1/FGFR2/TYR/SMAD3/SERPINF1/NR3C1/MDK/MAN2A1/EGFR/NOTCH2/CTNNB1/BCL2/PTN/EXT1,16
GO:0018958,phenol-containing compound metabolic process,7/296,111/18614,0.00198945050482428,0.0333780698085058,0.0279066834743258,TYR/DCT/PMEL/SNCAIP/TYRP1/CPQ/BCL2,7
GO:0060914,heart formation,4/296,34/18614,0.00199537717350877,0.0333780698085058,0.0279066834743258,ROBO1/RBM20/CTNNB1/EXT1,4
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,6/296,83/18614,0.00208182798480244,0.0345507267540406,0.0288871166267146,DDR2/RELN/IGF1/PDGFD/ROR1/FGFR1,6
GO:0048016,inositol phosphate-mediated signaling,5/296,57/18614,0.00209457114197945,0.0345507267540406,0.0288871166267146,IGF1/ITPR2/PLCE1/PPP3CC/NFAT5,5
GO:0072523,purine-containing compound catabolic process,5/296,57/18614,0.00209457114197945,0.0345507267540406,0.0288871166267146,PDE4D/DPYD/PDE7B/SUCLG2/PDE8A,5
GO:0050680,negative regulation of epithelial cell proliferation,9/296,177/18614,0.00215033680988136,0.035307143104181,0.0295195400046774,ROBO1/FGFR2/APOE/SERPINF1/B2M/STK3/MCC/CDK6/DLG1,9
GO:0014065,phosphatidylinositol 3-kinase signaling,8/296,144/18614,0.00216838290133155,0.0353552004216628,0.02955971969018,DDR2/RELN/IGF1/PDGFD/ROR1/PIP5K1B/FGFR1/EGFR,8
GO:0043087,regulation of GTPase activity,14/296,364/18614,0.0021731094281067,0.0353552004216628,0.02955971969018,ARHGAP6/NET1/IQGAP2/PRKG1/EFNA5/VAV3/GARNL3/ARHGAP42/PKP4/ASAP1/RASGRF2/DOCK9/DENND1B/CBLB,14
GO:0035025,positive regulation of Rho protein signal transduction,4/296,35/18614,0.00222499752647334,0.0360348463037478,0.0301279569374142,ROBO1/NET1/ARHGEF3/AKAP13,4
GO:0043616,keratinocyte proliferation,5/296,58/18614,0.00226286123268827,0.0363179034777852,0.0303646149289132,FGFR2/MDK/YAP1/NOTCH2/PRKD1,5
GO:0061005,cell differentiation involved in kidney development,5/296,58/18614,0.00226286123268827,0.0363179034777852,0.0303646149289132,WWTR1/YAP1/NOTCH2/CTNNB1/EXT1,5
GO:0045216,cell-cell junction organization,10/296,214/18614,0.0023169363859356,0.0368537693887882,0.030812640846794,GJA1/SMAD3/CDH6/MPDZ/CTNNB1/PKP4/TLN2/CTNNA1/EXT1/DLG1,10
GO:1901888,regulation of cell junction assembly,10/296,214/18614,0.0023169363859356,0.0368537693887882,0.030812640846794,ARHGAP6/SMAD3/PDLIM5/EFNA5/LRFN5/IL1RAPL1/CTNNB1/FARP1/ADGRB3/FLRT2,10
GO:1901292,nucleoside phosphate catabolic process,6/296,85/18614,0.00234954247809482,0.0372063104420082,0.0311073928093957,FHIT/PDE4D/DPYD/PDE7B/SUCLG2/PDE8A,6
GO:0042303,molting cycle,7/296,115/18614,0.00243261201460765,0.0379674138355298,0.0317437349231278,IGFBP5/FGFR2/EGFR/CTNNB1/BCL2/LDB2/EXT1,7
GO:0042633,hair cycle,7/296,115/18614,0.00243261201460765,0.0379674138355298,0.0317437349231278,IGFBP5/FGFR2/EGFR/CTNNB1/BCL2/LDB2/EXT1,7
GO:1903053,regulation of extracellular matrix organization,5/296,59/18614,0.00244078259324871,0.0379674138355298,0.0317437349231278,DDR2/SMAD3/ANTXR1/LAMB1/LAMA2,5
GO:0021799,cerebral cortex radially oriented cell migration,4/296,36/18614,0.00247219758906621,0.0379674138355298,0.0317437349231278,RELN/LAMB1/CTNNB1/SYNE2,4
GO:0033687,osteoblast proliferation,4/296,36/18614,0.00247219758906621,0.0379674138355298,0.0317437349231278,FGFR2/SMAD3/ITGAV/BCL2,4
GO:1903580,positive regulation of ATP metabolic process,4/296,36/18614,0.00247219758906621,0.0379674138355298,0.0317437349231278,PPARGC1A/SLC4A4/IGF1/ZBTB20,4
GO:1905332,positive regulation of morphogenesis of an epithelium,4/296,36/18614,0.00247219758906621,0.0379674138355298,0.0317437349231278,GJA1/WNT2B/MDK/CTNNB1,4
GO:0008543,fibroblast growth factor receptor signaling pathway,6/296,86/18614,0.00249273087481653,0.0381184553947267,0.0318700175095134,FGFR2/FGFR1/RUNX2/CTNNB1/FLRT2/EXT1,6
GO:0043410,positive regulation of MAPK cascade,17/296,495/18614,0.0025363731350828,0.0386200747021369,0.032289410581576,DDR2/ROBO1/FGFR2/IGF1/MAP3K5/PDGFD/APOE/GHR/FGFR1/EGFR/ANKRD6/NOTCH2/AKAP13/STK3/CTNNB1/PDE8A/PLCE1,17
GO:0019748,secondary metabolic process,5/296,60/18614,0.00262865039465216,0.0398548142814708,0.0333217496836086,TYR/DCT/PMEL/TYRP1/BCL2,5
GO:0043406,positive regulation of MAP kinase activity,7/296,117/18614,0.00268088243977109,0.0404745090377305,0.0338398630889928,ROBO1/MAP3K5/PDGFD/GHR/FGFR1/EGFR/AKAP13,7
GO:0003159,morphogenesis of an endothelium,3/296,18/18614,0.00272107938514325,0.0405657148504828,0.0339161182997375,STARD13/CTNNB1/FOXP1,3
GO:0036035,osteoclast development,3/296,18/18614,0.00272107938514325,0.0405657148504828,0.0339161182997375,FBN1/NOTCH2/FOXP1,3
GO:0061154,endothelial tube morphogenesis,3/296,18/18614,0.00272107938514325,0.0405657148504828,0.0339161182997375,STARD13/CTNNB1/FOXP1,3
GO:0021543,pallium development,9/296,184/18614,0.00279253081658568,0.0414574470812283,0.0346616763637609,ROBO1/RELN/MDK/LAMB1/FOXP2/EGFR/CTNNB1/CDK6/SYNE2,9
GO:0010632,regulation of epithelial cell migration,12/296,295/18614,0.00281127165465741,0.0415624933840014,0.0347495033093709,CCBE1/DOCK5/APOE/SERPINF1/FGFR1/STARD13/PTPRG/DOCK1/MCC/PTN/FOXP1/PRKD1,12
GO:1903018,regulation of glycoprotein metabolic process,5/296,62/18614,0.00303548845638659,0.0446919230169645,0.0373659518554765,BACE2/IGF1/CTNNB1/BCL2/ITM2B,5
GO:0030326,embryonic limb morphogenesis,7/296,120/18614,0.00308922691920924,0.0451103094800923,0.0377157557435813,FBN2/FRAS1/RUNX2/NOTCH2/RARB/CTNNB1/CHST11,7
GO:0035113,embryonic appendage morphogenesis,7/296,120/18614,0.00308922691920924,0.0451103094800923,0.0377157557435813,FBN2/FRAS1/RUNX2/NOTCH2/RARB/CTNNB1/CHST11,7
GO:0010544,negative regulation of platelet activation,3/296,19/18614,0.00319356878630457,0.046443614635115,0.0388305033952392,PRKG1/APOE/ADAMTS18,3
GO:0072089,stem cell proliferation,7/296,121/18614,0.00323539275050854,0.0468605868701704,0.0391791248777885,GJA1/WNT2B/RUNX2/YAP1/RARB/CTNNB1/ZNRF3,7
GO:0003007,heart morphogenesis,11/296,262/18614,0.00327544995249876,0.0472486970880691,0.0395036154509759,ROBO1/RBM20/FGFR2/SLIT3/SMAD3/YAP1/NOTCH2/CTNNB1/PARVA/FLRT2/EXT1,11
GO:0032438,melanosome organization,4/296,39/18614,0.00332577844210721,0.0477812443114031,0.039948866685753,BACE2/PMEL/TYRP1/APOE,4
GO:0046660,female sex differentiation,7/296,122/18614,0.00338678123731538,0.0484622552150791,0.040518245198066,SLIT3/DACH2/LHFPL2/BCL2/IMMP2L/CTNNA1/DACH1,7
GO:0030166,proteoglycan biosynthetic process,5/296,64/18614,0.00348590296138943,0.0493992113651406,0.0413016140045639,IGF1/UST/CTNNB1/CHST11/EXT1,5
GO:0030199,collagen fibril organization,5/296,64/18614,0.00348590296138943,0.0493992113651406,0.0413016140045639,DDR2/COL1A2/TLL1/COLGALT2/EXT1,5
